geometry_id,geometry
136,"LINESTRING (-120.6578604 47.599656, -120.6577632 47.5996532, -120.6577513 47.5996528, -120.6565213 47.599645)"
137,"LINESTRING (-120.6593057 47.599678, -120.6593266 47.6001238, -120.6593621 47.6004889, -120.6593626 47.6005687)"
138,"LINESTRING (-120.6593057 47.599678, -120.6579635 47.5996597, -120.6579501 47.5996592, -120.6578604 47.599656)"
139,"LINESTRING (-120.6593057 47.599678, -120.6606407 47.5997019)"
140,"LINESTRING (-120.6593057 47.599678, -120.6593201 47.5992159, -120.6593374 47.5988236, -120.6593403 47.5987572)"
141,"LINESTRING (-120.6606407 47.5997019, -120.6606324 47.6001364, -120.6606322 47.6001434, -120.6606164 47.600486, -120.6606159 47.6005076, -120.6606139 47.6005824)"
142,"LINESTRING (-120.6606407 47.5997019, -120.661988 47.5997103)"
143,"LINESTRING (-120.6606407 47.5997019, -120.6593057 47.599678)"
144,"LINESTRING (-120.6606407 47.5997019, -120.660661 47.5992235, -120.6606624 47.5990792, -120.660666 47.5987765)"
145,"LINESTRING (-120.6699629 47.5906303, -120.6700733 47.5906325, -120.6702168 47.5906193, -120.6703217 47.5905744, -120.6712629 47.5899738)"
146,"LINESTRING (-120.6699629 47.5906303, -120.6699635 47.5905739, -120.6699661 47.5903387, -120.6699501 47.5902526, -120.6699047 47.5901817, -120.669825 47.5901165, -120.6696721 47.5900223, -120.6696093 47.5899837)"
147,"LINESTRING (-120.6699629 47.5906303, -120.6693453 47.5906094)"
148,"LINESTRING (-120.6595873 47.5944828, -120.6596473 47.5945359, -120.6599327 47.594792, -120.6602125 47.5950392, -120.6602955 47.5951105)"
149,"LINESTRING (-120.6595873 47.5944828, -120.6599022 47.594331, -120.660197 47.5941908, -120.6608462 47.5938854, -120.6608961 47.5938615, -120.6609792 47.5938217, -120.6612031 47.5940156, -120.6613249 47.5941211, -120.6613397 47.5941339, -120.6615237 47.5943009, -120.6615595 47.5943313, -120.66163 47.5943939)"
150,"LINESTRING (-120.6595873 47.5944828, -120.659467 47.5945408, -120.6588786 47.5947306)"
151,"LINESTRING (-120.6602955 47.5951105, -120.66039 47.5951869, -120.6606791 47.595435, -120.6609741 47.5956845, -120.6610743 47.5957446, -120.6611513 47.5957946, -120.6613449 47.5959119, -120.6614924 47.5960163, -120.6614953 47.5960195, -120.6615876 47.5961136)"
152,"LINESTRING (-120.6602955 47.5951105, -120.6602125 47.5950392, -120.6599327 47.594792, -120.6596473 47.5945359, -120.6595873 47.5944828)"
153,"LINESTRING (-120.6602955 47.5951105, -120.6601993 47.5951671, -120.660142 47.5952027, -120.6597376 47.5954188, -120.6596063 47.5954885, -120.6593375 47.5956312, -120.6589508 47.5958364)"
154,"LINESTRING (-120.6602955 47.5951105, -120.660391 47.5950576, -120.6607376 47.594876, -120.660945 47.5947676, -120.6609935 47.5947427, -120.6611211 47.5946725, -120.6613546 47.5945455, -120.6615125 47.5944648, -120.661536 47.5944536, -120.66163 47.5943939)"
155,"LINESTRING (-120.6721556 47.5881752, -120.6721594 47.5895, -120.672151 47.5895776, -120.6721273 47.5896251, -120.6720771 47.5896833, -120.6719936 47.5897226, -120.6719059 47.5897396, -120.6717905 47.5897509, -120.6716592 47.5897578, -120.671603 47.5897706, -120.6715597 47.5897938, -120.6714983 47.5898333, -120.6713492 47.5899223, -120.6712629 47.5899738)"
156,"LINESTRING (-120.6721556 47.5881752, -120.6720335 47.5881608, -120.671914 47.5881753, -120.6718644 47.5881855, -120.6718092 47.58821, -120.6717652 47.5882425, -120.6696093 47.5899837)"
157,"LINESTRING (-120.6721556 47.5881752, -120.6721528 47.5880997, -120.6721455 47.5879599, -120.6715399 47.5876017, -120.6714408 47.5875409)"
158,"LINESTRING (-120.6693453 47.5906094, -120.6693371 47.5903303, -120.6693692 47.5902163, -120.6694073 47.5901364, -120.6696093 47.5899837)"
159,"LINESTRING (-120.6693453 47.5906094, -120.6699629 47.5906303)"
160,"LINESTRING (-120.6693453 47.5906094, -120.668883 47.5908692)"
161,"LINESTRING (-120.6593403 47.5987572, -120.6589241 47.5987559, -120.6587269 47.598782, -120.6585628 47.5988252, -120.6585227 47.5988372, -120.6583734 47.5988819, -120.6582708 47.5989176, -120.6581743 47.598959, -120.65816 47.5989651, -120.6580737 47.5990056, -120.6579943 47.5990568, -120.6579236 47.5991234, -120.6578822 47.5991975, -120.6578729 47.5992419, -120.6578663 47.5994145, -120.6578604 47.599656)"
162,"LINESTRING (-120.6593403 47.5987572, -120.6593374 47.5988236, -120.6593201 47.5992159, -120.6593057 47.599678)"
163,"LINESTRING (-120.6593403 47.5987572, -120.6593412 47.5987034, -120.6593376 47.5984413, -120.6593536 47.5983936, -120.6593898 47.5983501, -120.6594539 47.5983191)"
164,"LINESTRING (-120.6593403 47.5987572, -120.6602338 47.5987702, -120.6603558 47.598772, -120.660666 47.5987765)"
165,"LINESTRING (-120.6694787 47.5933939, -120.6702952 47.593409, -120.6704487 47.5934125, -120.6707636 47.5934166, -120.671211 47.5934223)"
166,"LINESTRING (-120.6694787 47.5933939, -120.6696249 47.5932828, -120.6697095 47.5932281, -120.6698329 47.5931482, -120.6699795 47.5930534, -120.6701253 47.5929591, -120.6704795 47.5927299, -120.6707173 47.592576, -120.6707288 47.5925686, -120.6709691 47.5924131, -120.6711897 47.5922704, -120.6712858 47.5922081, -120.6718467 47.5918452, -120.6718918 47.591816)"
167,"LINESTRING (-120.6694787 47.5933939, -120.6693327 47.5933909, -120.6689427 47.5933838, -120.6689028 47.5933831, -120.6688107 47.593386, -120.6687521 47.593392, -120.6686897 47.5934081, -120.6686514 47.5934264, -120.6686016 47.5934601)"
168,"LINESTRING (-120.6715247 47.5934329, -120.671211 47.5934223)"
169,"LINESTRING (-120.6715247 47.5934329, -120.6720612 47.5934404, -120.6740585 47.5934781, -120.6742333 47.5934804, -120.6743788 47.5935158)"
170,"LINESTRING (-120.6715247 47.5934329, -120.6715235 47.5934981, -120.6714828 47.5942784)"
171,"LINESTRING (-120.6743788 47.5935158, -120.6742333 47.5934804, -120.6740585 47.5934781, -120.6720612 47.5934404, -120.6715247 47.5934329)"
172,"LINESTRING (-120.6743788 47.5935158, -120.6744801 47.5935347, -120.6745053 47.5935394, -120.6746623 47.593542, -120.6755844 47.5935601, -120.6756686 47.5935618, -120.6757615 47.5935615, -120.6760061 47.5935606, -120.6762032 47.5935329)"
173,"LINESTRING (-120.6743788 47.5935158, -120.6744036 47.593664, -120.6744131 47.5938294, -120.6744131 47.5939575, -120.6743765 47.5941581, -120.6743453 47.5943068)"
174,"LINESTRING (-120.6762032 47.5935329, -120.6760061 47.5935606, -120.6757615 47.5935615, -120.6756686 47.5935618, -120.6755844 47.5935601, -120.6746623 47.593542, -120.6745053 47.5935394, -120.6744801 47.5935347, -120.6743788 47.5935158)"
175,"LINESTRING (-120.6606841 47.5978869, -120.6607828 47.5978873, -120.6620271 47.597892)"
176,"LINESTRING (-120.6606841 47.5978869, -120.660687 47.5977609, -120.6606958 47.5976927, -120.6607239 47.5976515, -120.6607537 47.597624, -120.6608085 47.5975852, -120.6609991 47.597497, -120.6611488 47.5974123, -120.6612403 47.5973486, -120.6614363 47.597179, -120.6617491 47.5969084)"
177,"LINESTRING (-120.6606841 47.5978869, -120.6606802 47.5980494, -120.6606752 47.598317, -120.660666 47.5987765)"
178,"LINESTRING (-120.6589508 47.5958364, -120.6593375 47.5956312, -120.6596063 47.5954885, -120.6597376 47.5954188, -120.660142 47.5952027, -120.6601993 47.5951671, -120.6602955 47.5951105)"
179,"LINESTRING (-120.6589508 47.5958364, -120.657794 47.5964504, -120.6576457 47.5965291)"
180,"LINESTRING (-120.6589508 47.5958364, -120.6589901 47.5958699, -120.659304 47.5961374, -120.6593191 47.5961502, -120.6596089 47.5964111, -120.6596628 47.5964596, -120.6595563 47.596506, -120.6589839 47.596816, -120.6589238 47.5968463, -120.6587165 47.5969258, -120.6584913 47.5970078, -120.6583252 47.597048, -120.658262 47.5970454, -120.6581445 47.5970057, -120.6580899 47.5969792)"
181,"LINESTRING (-120.6714828 47.5942784, -120.6715235 47.5934981, -120.6715247 47.5934329)"
182,"LINESTRING (-120.6714828 47.5942784, -120.6714604 47.5947114, -120.6714421 47.5950682, -120.6714421 47.5950865, -120.6714399 47.5951316)"
183,"LINESTRING (-120.6714828 47.5942784, -120.6721906 47.5942934, -120.6724549 47.594299, -120.6742116 47.5943317, -120.6743453 47.5943068)"
184,"LINESTRING (-120.6714828 47.5942784, -120.6698788 47.5942463)"
185,"LINESTRING (-120.6714399 47.5951316, -120.6692342 47.5950884, -120.6689841 47.5950835, -120.6688878 47.5950816, -120.6688462 47.5950809, -120.6687239 47.5950787)"
186,"LINESTRING (-120.6714399 47.5951316, -120.6714421 47.5950865, -120.6714421 47.5950682, -120.6714604 47.5947114, -120.6714828 47.5942784)"
187,"LINESTRING (-120.6714399 47.5951316, -120.671437 47.5951838, -120.6714185 47.5955648, -120.6713868 47.5960047)"
188,"LINESTRING (-120.6714399 47.5951316, -120.6719978 47.5951417, -120.6723151 47.5951477, -120.6725567 47.5951523, -120.6728107 47.5951571, -120.6730604 47.5951618, -120.6733244 47.5951668, -120.673815 47.5951761, -120.6740022 47.5951796, -120.6742495 47.5951843)"
189,"LINESTRING (-120.6713868 47.5960047, -120.6714185 47.5955648, -120.671437 47.5951838, -120.6714399 47.5951316)"
190,"LINESTRING (-120.6713868 47.5960047, -120.6719224 47.5960163)"
191,"LINESTRING (-120.6713868 47.5960047, -120.6708448 47.5960042)"
192,"LINESTRING (-120.6719224 47.5960163, -120.6713868 47.5960047)"
193,"LINESTRING (-120.6719224 47.5960163, -120.6719189 47.5963411)"
194,"LINESTRING (-120.6719224 47.5960163, -120.6721088 47.5960205, -120.6723419 47.5960393, -120.6724812 47.5960501, -120.6725352 47.5960543, -120.6726163 47.5960696, -120.6726573 47.5960802, -120.6726962 47.5960956, -120.6727579 47.5961236, -120.6728049 47.5961318, -120.6728491 47.5961272, -120.6729048 47.5960957)"
195,"LINESTRING (-120.6719189 47.5963411, -120.6719224 47.5960163)"
196,"LINESTRING (-120.6676948 47.5916325, -120.6669135 47.592132, -120.6668219 47.5921906)"
197,"LINESTRING (-120.6676948 47.5916325, -120.668883 47.5908692)"
198,"LINESTRING (-120.6676948 47.5916325, -120.667184 47.5912976, -120.6683599 47.5905396)"
199,"LINESTRING (-120.6768059 47.595386, -120.676454 47.5953797, -120.6761858 47.5953752, -120.6761372 47.5953744, -120.6758654 47.5953699, -120.6747188 47.5953506, -120.6745782 47.5953483, -120.6743292 47.5953441, -120.674251 47.5953428)"
200,"LINESTRING (-120.6768059 47.595386, -120.6768213 47.5955597, -120.6768178 47.5956399, -120.6768125 47.5957483, -120.6767903 47.5958192, -120.6767455 47.5958766, -120.6767124 47.5959019, -120.6766971 47.5959135, -120.6766207 47.5959494, -120.6764927 47.5959805, -120.6764065 47.595987, -120.6761231 47.5959807, -120.675399 47.5959693, -120.6752749 47.5959673, -120.6743118 47.595945, -120.6741991 47.5959424)"
201,"LINESTRING (-120.6768059 47.595386, -120.6768257 47.5949199)"
202,"LINESTRING (-120.674251 47.5953428, -120.6743292 47.5953441, -120.6745782 47.5953483, -120.6747188 47.5953506, -120.6758654 47.5953699, -120.6761372 47.5953744, -120.6761858 47.5953752, -120.676454 47.5953797, -120.6768059 47.595386)"
203,"LINESTRING (-120.674251 47.5953428, -120.6742495 47.5951843)"
204,"LINESTRING (-120.674251 47.5953428, -120.674221 47.5957561, -120.6741991 47.5959424)"
205,"LINESTRING (-120.6718918 47.591816, -120.6723058 47.5921196, -120.6727308 47.5924235)"
206,"LINESTRING (-120.6718918 47.591816, -120.6720374 47.5917212, -120.6721952 47.5916185, -120.6729022 47.5911585)"
207,"LINESTRING (-120.6718918 47.591816, -120.6718467 47.5918452, -120.6712858 47.5922081, -120.6711897 47.5922704, -120.6709691 47.5924131, -120.6707288 47.5925686, -120.6707173 47.592576, -120.6704795 47.5927299, -120.6701253 47.5929591, -120.6699795 47.5930534, -120.6698329 47.5931482, -120.6697095 47.5932281, -120.6696249 47.5932828, -120.6694787 47.5933939)"
208,"LINESTRING (-120.673102 47.5926924, -120.6727308 47.5924235)"
209,"LINESTRING (-120.6687182 47.5959712, -120.6687224 47.5957145, -120.6687263 47.5954708, -120.6687246 47.5954234, -120.6687181 47.5952439, -120.6687239 47.5950787)"
210,"LINESTRING (-120.6687182 47.5959712, -120.6685478 47.5961032, -120.6685217 47.596118, -120.6684457 47.5961612, -120.6678317 47.5964845, -120.6676123 47.5966, -120.6671544 47.596841, -120.6670563 47.5968925, -120.6669897 47.5969354, -120.6669368 47.5969859, -120.6669259 47.5970332)"
211,"LINESTRING (-120.6687182 47.5959712, -120.6687177 47.5962544, -120.6687175 47.596343, -120.6687169 47.5966902)"
212,"LINESTRING (-120.6687182 47.5959712, -120.668846 47.5959677, -120.668862 47.5959678, -120.6693246 47.5959705, -120.6708448 47.5960042)"
213,"LINESTRING (-120.6687169 47.5966902, -120.6687191 47.596824, -120.6687221 47.5970086, -120.6687229 47.5970591)"
214,"LINESTRING (-120.6687169 47.5966902, -120.6687175 47.596343, -120.6687177 47.5962544, -120.6687182 47.5959712)"
215,"LINESTRING (-120.6687169 47.5966902, -120.6688411 47.5966924, -120.668862 47.5966927, -120.6708175 47.5967266)"
216,"LINESTRING (-120.6687108 47.5979669, -120.668711 47.5979165, -120.6687124 47.5976092, -120.6687131 47.5974414, -120.6687146 47.5973435, -120.6687157 47.5972776, -120.6687215 47.5971025, -120.6687229 47.5970591)"
217,"LINESTRING (-120.6687108 47.5979669, -120.6687107 47.5979989, -120.6687115 47.5982654, -120.6687118 47.5983843, -120.6687128 47.5987223, -120.6687131 47.5988364, -120.6687132 47.5988697)"
218,"LINESTRING (-120.6687132 47.5988697, -120.6687131 47.5988364, -120.6687128 47.5987223, -120.6687118 47.5983843, -120.6687115 47.5982654, -120.6687107 47.5979989, -120.6687108 47.5979669)"
219,"LINESTRING (-120.6687132 47.5988697, -120.6687127 47.5989295, -120.668711 47.5991121, -120.6687088 47.5993689, -120.6687076 47.5995005, -120.668705 47.5997865)"
220,"LINESTRING (-120.6687132 47.5988697, -120.6685847 47.5988682, -120.6668767 47.5988474)"
221,"LINESTRING (-120.668705 47.5997865, -120.6687051 47.6000286, -120.6687029 47.6002212, -120.6686868 47.6006253, -120.6686748 47.6006971)"
222,"LINESTRING (-120.668705 47.5997865, -120.6687076 47.5995005, -120.6687088 47.5993689, -120.668711 47.5991121, -120.6687127 47.5989295, -120.6687132 47.5988697)"
223,"LINESTRING (-120.668705 47.5997865, -120.6693822 47.5998008)"
224,"LINESTRING (-120.6716874 47.5998237, -120.670515 47.5998119, -120.669598 47.5998055, -120.6695025 47.5998034, -120.6693822 47.5998008)"
225,"LINESTRING (-120.6668219 47.5921906, -120.6669015 47.5922464, -120.666922 47.5922608, -120.6675495 47.5927099, -120.6675641 47.5927239, -120.667632 47.5927889)"
226,"LINESTRING (-120.6668219 47.5921906, -120.6669135 47.592132, -120.6676948 47.5916325)"
227,"LINESTRING (-120.6668219 47.5921906, -120.666336 47.592541, -120.6661832 47.5926431, -120.6661221 47.5926839, -120.6659913 47.5927714, -120.6648798 47.5935146, -120.6646307 47.5936461, -120.6646046 47.5936598, -120.6642554 47.5938043, -120.6639935 47.5938949, -120.6637553 47.5939484, -120.6635661 47.5939695, -120.662668 47.5940162, -120.6624867 47.5940257, -120.6623411 47.5940424, -120.6622296 47.5940738, -120.6620583 47.5941257, -120.6617147 47.5943434, -120.66163 47.5943939)"
228,"LINESTRING (-120.6743453 47.5943068, -120.6743765 47.5941581, -120.6744131 47.5939575, -120.6744131 47.5938294, -120.6744036 47.593664, -120.6743788 47.5935158)"
229,"LINESTRING (-120.6743453 47.5943068, -120.6742116 47.5943317, -120.6724549 47.594299, -120.6721906 47.5942934, -120.6714828 47.5942784)"
230,"LINESTRING (-120.6743453 47.5943068, -120.6743014 47.5945386, -120.6742702 47.5946986, -120.6742521 47.5951238, -120.6742495 47.5951843)"
231,"LINESTRING (-120.6743453 47.5943068, -120.6745097 47.5942818, -120.6747938 47.5942879)"
232,"LINESTRING (-120.6742495 47.5951843, -120.6740022 47.5951796, -120.673815 47.5951761, -120.6733244 47.5951668, -120.6730604 47.5951618, -120.6728107 47.5951571, -120.6725567 47.5951523, -120.6723151 47.5951477, -120.6719978 47.5951417, -120.6714399 47.5951316)"
233,"LINESTRING (-120.6742495 47.5951843, -120.674251 47.5953428)"
234,"LINESTRING (-120.6742495 47.5951843, -120.6742521 47.5951238, -120.6742702 47.5946986, -120.6743014 47.5945386, -120.6743453 47.5943068)"
235,"LINESTRING (-120.6741991 47.5959424, -120.6741822 47.5961261)"
236,"LINESTRING (-120.6741991 47.5959424, -120.6743118 47.595945, -120.6752749 47.5959673, -120.675399 47.5959693, -120.6761231 47.5959807, -120.6764065 47.595987, -120.6764927 47.5959805, -120.6766207 47.5959494, -120.6766971 47.5959135, -120.6767124 47.5959019, -120.6767455 47.5958766, -120.6767903 47.5958192, -120.6768125 47.5957483, -120.6768178 47.5956399, -120.6768213 47.5955597, -120.6768059 47.595386)"
237,"LINESTRING (-120.6741991 47.5959424, -120.674221 47.5957561, -120.674251 47.5953428)"
238,"LINESTRING (-120.668883 47.5908692, -120.6693453 47.5906094)"
239,"LINESTRING (-120.668883 47.5908692, -120.6676948 47.5916325)"
240,"LINESTRING (-120.668883 47.5908692, -120.6683599 47.5905396)"
241,"LINESTRING (-120.6576457 47.5965291, -120.6572303 47.5961732)"
242,"LINESTRING (-120.6576457 47.5965291, -120.657794 47.5964504, -120.6589508 47.5958364)"
243,"LINESTRING (-120.6576457 47.5965291, -120.6576655 47.5965467, -120.6579805 47.5968491, -120.6580178 47.5968903, -120.6580899 47.5969792)"
244,"LINESTRING (-120.6708175 47.5967266, -120.668862 47.5966927, -120.6688411 47.5966924, -120.6687169 47.5966902)"
245,"LINESTRING (-120.6708175 47.5967266, -120.6708033 47.597242)"
246,"LINESTRING (-120.6708175 47.5967266, -120.6708448 47.5960042)"
247,"LINESTRING (-120.6654396 47.595643, -120.6657944 47.5959424, -120.6658218 47.5959644, -120.6661757 47.5962491, -120.6662392 47.5963002)"
248,"LINESTRING (-120.6654396 47.595643, -120.6646139 47.596079, -120.6634779 47.5966629, -120.6634238 47.59673, -120.6633927 47.5967953, -120.6633834 47.5968928, -120.663387 47.5969729, -120.6633896 47.5970316)"
249,"LINESTRING (-120.6654396 47.595643, -120.665523 47.5955985, -120.6660149 47.5953006, -120.6666237 47.5949859, -120.667746 47.5944168, -120.6682624 47.5941459, -120.6683497 47.5940996, -120.6685322 47.5940019, -120.6686527 47.5939373, -120.6687025 47.5939119)"
250,"LINESTRING (-120.6708033 47.597242, -120.6708175 47.5967266)"
251,"LINESTRING (-120.6708448 47.5960042, -120.6713868 47.5960047)"
252,"LINESTRING (-120.6708448 47.5960042, -120.6693246 47.5959705, -120.668862 47.5959678, -120.668846 47.5959677, -120.6687182 47.5959712)"
253,"LINESTRING (-120.6708448 47.5960042, -120.6708175 47.5967266)"
254,"LINESTRING (-120.6555328 47.5982778, -120.6554399 47.5982, -120.6554195 47.598183, -120.6550887 47.597902, -120.6546503 47.5975424)"
255,"LINESTRING (-120.6555328 47.5982778, -120.6556267 47.5982281, -120.6561808 47.5979349, -120.6565212 47.5977547, -120.6566479 47.5976877)"
256,"LINESTRING (-120.6555328 47.5982778, -120.6553975 47.5983521, -120.655323 47.5983934, -120.6551066 47.59851, -120.6547264 47.5987148, -120.6544702 47.5988529, -120.6543963 47.598894)"
257,"LINESTRING (-120.6545146 47.5999559, -120.6545205 47.5998853, -120.6545141 47.5997927, -120.6544927 47.599707, -120.6544662 47.5996259, -120.6544289 47.5995502, -120.6543191 47.5993464, -120.6542621 47.5992218, -120.6542445 47.5991003)"
258,"LINESTRING (-120.6545146 47.5999559, -120.6546084 47.5999629, -120.6546564 47.5999664, -120.654899 47.5999843)"
259,"LINESTRING (-120.6683599 47.5905396, -120.667184 47.5912976, -120.6676948 47.5916325)"
260,"LINESTRING (-120.6683599 47.5905396, -120.668883 47.5908692)"
261,"LINESTRING (-120.6683599 47.5905396, -120.6678869 47.5902391)"
262,"LINESTRING (-120.6580899 47.5969792, -120.6581445 47.5970057, -120.658262 47.5970454, -120.6583252 47.597048, -120.6584913 47.5970078, -120.6587165 47.5969258, -120.6589238 47.5968463, -120.6589839 47.596816, -120.6595563 47.596506, -120.6596628 47.5964596, -120.6596089 47.5964111, -120.6593191 47.5961502, -120.659304 47.5961374, -120.6589901 47.5958699, -120.6589508 47.5958364)"
263,"LINESTRING (-120.6580899 47.5969792, -120.6580178 47.5968903, -120.6579805 47.5968491, -120.6576655 47.5965467, -120.6576457 47.5965291)"
264,"LINESTRING (-120.6580899 47.5969792, -120.6579701 47.5970046, -120.6569504 47.5975311, -120.6567409 47.5976394, -120.6566479 47.5976877)"
265,"LINESTRING (-120.6566479 47.5976877, -120.6567226 47.5977516, -120.6571721 47.598136, -120.6572895 47.5982363, -120.6573605 47.5982971)"
266,"LINESTRING (-120.6566479 47.5976877, -120.6565212 47.5977547, -120.6561808 47.5979349, -120.6556267 47.5982281, -120.6555328 47.5982778)"
267,"LINESTRING (-120.6566479 47.5976877, -120.6567409 47.5976394, -120.6569504 47.5975311, -120.6579701 47.5970046, -120.6580899 47.5969792)"
268,"LINESTRING (-120.6566479 47.5976877, -120.6565532 47.5976067, -120.6562096 47.5973129, -120.6561941 47.5972995, -120.6557782 47.5969438)"
269,"LINESTRING (-120.6668767 47.5988474, -120.6668754 47.5987801, -120.6668959 47.5983553, -120.6668988 47.5982572, -120.6669002 47.5982093, -120.6669093 47.5979019, -120.6669161 47.5976696, -120.6669176 47.5976186, -120.6669182 47.5975981, -120.6669182 47.5974703, -120.6669185 47.5973838, -120.6669166 47.5972783, -120.6669166 47.5972614, -120.6669144 47.5970825, -120.6669259 47.5970332)"
270,"LINESTRING (-120.6668767 47.5988474, -120.6668792 47.5989361, -120.6668363 47.6006011, -120.6668358 47.6006199, -120.6668343 47.6006748)"
271,"LINESTRING (-120.6668767 47.5988474, -120.6685847 47.5988682, -120.6687132 47.5988697)"
272,"LINESTRING (-120.6668767 47.5988474, -120.6661781 47.598837, -120.6659731 47.5988334, -120.6659554 47.5988331, -120.66563 47.5988274, -120.665564 47.5988263, -120.6650894 47.598818)"
273,"LINESTRING (-120.6568214 47.5958228, -120.6572303 47.5961732)"
274,"LINESTRING (-120.6729048 47.5960957, -120.6728491 47.5961272, -120.6728049 47.5961318, -120.6727579 47.5961236, -120.6726962 47.5960956, -120.6726573 47.5960802, -120.6726163 47.5960696, -120.6725352 47.5960543, -120.6724812 47.5960501, -120.6723419 47.5960393, -120.6721088 47.5960205, -120.6719224 47.5960163)"
275,"LINESTRING (-120.6553032 47.5965406, -120.6557782 47.5969438)"
276,"LINESTRING (-120.6650894 47.598818, -120.6650923 47.5987162, -120.6651381 47.5971116, -120.6651374 47.5970115)"
277,"LINESTRING (-120.6650894 47.598818, -120.6647753 47.5988145, -120.6644536 47.5988108, -120.6641213 47.5988071, -120.6640013 47.5988057, -120.6637849 47.5988033, -120.6634341 47.5987993, -120.6633506 47.5987984)"
278,"LINESTRING (-120.6650894 47.598818, -120.6650858 47.5989357, -120.6650352 47.6005732, -120.6650329 47.6006472)"
279,"LINESTRING (-120.6650894 47.598818, -120.665564 47.5988263, -120.66563 47.5988274, -120.6659554 47.5988331, -120.6659731 47.5988334, -120.6661781 47.598837, -120.6668767 47.5988474)"
280,"LINESTRING (-120.6714408 47.5875409, -120.6715399 47.5876017, -120.6721455 47.5879599, -120.6721528 47.5880997, -120.6721556 47.5881752)"
281,"LINESTRING (-120.6714408 47.5875409, -120.6714744 47.5875096, -120.6714877 47.587472, -120.6714787 47.5874339, -120.6714487 47.587401, -120.6714023 47.5873783, -120.6713466 47.5873693, -120.6712901 47.5873754, -120.6712413 47.5873957, -120.6712077 47.5874269, -120.6711944 47.5874645, -120.6712034 47.5875027, -120.6712334 47.5875356, -120.6712644 47.5875507, -120.6712798 47.5875582, -120.6713355 47.5875672, -120.671392 47.5875611, -120.6714408 47.5875409)"
282,"LINESTRING (-120.6698788 47.5942463, -120.6714828 47.5942784)"
283,"LINESTRING (-120.6617491 47.5969084, -120.6616857 47.5968207, -120.661654 47.5967516, -120.6616445 47.5966511, -120.6616482 47.5965473, -120.6616508 47.5964722, -120.6616519 47.5963075, -120.6616345 47.5962239, -120.6616161 47.5961608, -120.6615876 47.5961136)"
284,"LINESTRING (-120.6617491 47.5969084, -120.6618083 47.596959, -120.6618728 47.5969889, -120.6619551 47.5970094, -120.6620572 47.5970217)"
285,"LINESTRING (-120.6617491 47.5969084, -120.6614363 47.597179, -120.6612403 47.5973486, -120.6611488 47.5974123, -120.6609991 47.597497, -120.6608085 47.5975852, -120.6607537 47.597624, -120.6607239 47.5976515, -120.6606958 47.5976927, -120.660687 47.5977609, -120.6606841 47.5978869)"
286,"LINESTRING (-120.6543963 47.598894, -120.6543155 47.598951, -120.6542768 47.5989834, -120.6542445 47.5991003)"
287,"LINESTRING (-120.6543963 47.598894, -120.6544702 47.5988529, -120.6547264 47.5987148, -120.6551066 47.59851, -120.655323 47.5983934, -120.6553975 47.5983521, -120.6555328 47.5982778)"
288,"LINESTRING (-120.6543963 47.598894, -120.6542981 47.5988016, -120.6542768 47.5987822, -120.6539596 47.5984931, -120.6535546 47.5981239)"
289,"LINESTRING (-120.656414 47.6008622, -120.6564086 47.600518)"
290,"LINESTRING (-120.6686016 47.5934601, -120.6685073 47.5933952, -120.6684496 47.5933555, -120.6683285 47.5932722, -120.6680125 47.5930549, -120.6677727 47.5929054, -120.6677275 47.592868, -120.667632 47.5927889)"
291,"LINESTRING (-120.6686016 47.5934601, -120.6686514 47.5934264, -120.6686897 47.5934081, -120.6687521 47.593392, -120.6688107 47.593386, -120.6689028 47.5933831, -120.6689427 47.5933838, -120.6693327 47.5933909, -120.6694787 47.5933939)"
292,"LINESTRING (-120.6686016 47.5934601, -120.6686408 47.5935229, -120.6686705 47.5935892, -120.668694 47.5936549, -120.6687057 47.5937304, -120.6687025 47.5939119)"
293,"LINESTRING (-120.6687025 47.5939119, -120.6687068 47.5942908, -120.6687133 47.5944629, -120.6687171 47.5946593, -120.6687199 47.5948674, -120.6687228 47.5950182, -120.6687239 47.5950787)"
294,"LINESTRING (-120.6687025 47.5939119, -120.6686527 47.5939373, -120.6685322 47.5940019, -120.6683497 47.5940996, -120.6682624 47.5941459, -120.667746 47.5944168, -120.6666237 47.5949859, -120.6660149 47.5953006, -120.665523 47.5955985, -120.6654396 47.595643)"
295,"LINESTRING (-120.6687025 47.5939119, -120.6687057 47.5937304, -120.668694 47.5936549, -120.6686705 47.5935892, -120.6686408 47.5935229, -120.6686016 47.5934601)"
296,"LINESTRING (-120.66163 47.5943939, -120.6615595 47.5943313, -120.6615237 47.5943009, -120.6613397 47.5941339, -120.6613249 47.5941211, -120.6612031 47.5940156, -120.6609792 47.5938217, -120.6608961 47.5938615, -120.6608462 47.5938854, -120.660197 47.5941908, -120.6599022 47.594331, -120.6595873 47.5944828)"
297,"LINESTRING (-120.66163 47.5943939, -120.661536 47.5944536, -120.6615125 47.5944648, -120.6613546 47.5945455, -120.6611211 47.5946725, -120.6609935 47.5947427, -120.660945 47.5947676, -120.6607376 47.594876, -120.660391 47.5950576, -120.6602955 47.5951105)"
